;journey_id;trip_id;journey_start_datetime;journey_start_date;journey_start_time;journey_start_lon;journey_start_lat;journey_start_insee;journey_start_department;journey_start_town;journey_start_towngroup;journey_start_country;journey_end_datetime;journey_end_date;journey_end_time;journey_end_lon;journey_end_lat;journey_end_insee;journey_end_department;journey_end_town;journey_end_towngroup;journey_end_country;passenger_seats;operator_class;journey_distance;journey_duration;has_incentive
102647;28757409;481fbaa3-fe87-4b02-b81b-5b66dee5455c;2024-06-04 16:10:00+02:00;04/06/2024;16:10:00;5.565;46.68;39300;39;Lons-le-Saunier;CA ECLA  (Espace Communautaire Lons Agglomération);France;2024-06-04 16:40:00+02:00;04/06/2024;16:40:00;5.758;46.566;39154;39;Clairvaux-les-Lacs;CC Terre d'Émeraude Communauté;France;1;C;23794;29;NON
84678;28734087;f43872f1-bc99-4cb1-bf5e-b24ac33ac3d4;2024-06-04 07:30:00+02:00;04/06/2024;07:30:00;-1.6;47.249;44114;44;Orvault;Nantes Métropole;France;2024-06-04 07:40:00+02:00;04/06/2024;07:40:00;-1.657;47.258;44194;44;Sautron;Nantes Métropole;France;1;C;5108;7;NON
83616;28781050;1d091b83-77fb-4346-8567-51f4fa5d2886;2024-06-04 07:20:00+02:00;04/06/2024;07:20:00;-0.566;47.662;49080;49;Les Hauts-d'Anjou;CC des Vallées du Haut-Anjou;France;2024-06-04 08:00:00+02:00;04/06/2024;08:00:00;-0.554;47.481;49007;49;Angers;CU Angers Loire Métropole;France;1;C;24335;35;NON
88477;28782822;fb59e4c8-734e-4e2c-99f4-354abe80cc14;2024-06-04 07:50:00+02:00;04/06/2024;07:50:00;2.116;48.689;91272;91;Gif-sur-Yvette;CA Communauté Paris-Saclay;France;2024-06-04 08:10:00+02:00;04/06/2024;08:10:00;2.092;48.741;78143;78;Châteaufort;CA Versailles Grand Parc (CAVGP);France;1;C;10464;17;NON
112139;28812185;202888a2-e22a-40aa-8e9a-a6403695a9b8;2024-06-04 17:40:00+02:00;04/06/2024;17:40:00;4.599;44.734;07186;07;Privas;CA Privas Centre Ardèche;France;2024-06-04 18:30:00+02:00;04/06/2024;18:30:00;4.729;44.943;07007;07;Alboussière;CC Rhône Crussol;France;1;C;60243;57;NON
77371;28716864;47d4141f-68bf-4397-a7fd-7dfb64e6a8ae;2024-06-04 05:30:00+02:00;04/06/2024;05:30:00;-1.632;48.096;35238;35;Rennes;Rennes Métropole;France;2024-06-04 05:50:00+02:00;04/06/2024;05:50:00;-1.511;48.205;35152;35;Liffré;CC Liffré-Cormier Communauté;France;1;C;20072;18;NON
82256;28780762;5c201699-c0e0-45a9-99da-dc562fe741db;2024-06-04 07:10:00+02:00;04/06/2024;07:10:00;2.772;48.447;77226;77;Héricy;CA du Pays de Fontainebleau;France;2024-06-04 07:30:00+02:00;04/06/2024;07:30:00;2.651;48.528;77288;77;Melun;CA Melun Val de Seine;France;1;C;18151;21;NON
103562;28760172;a65a2843-ddde-4e8f-b2ec-3d249d6ef1ed;2024-06-04 16:30:00+02:00;04/06/2024;16:30:00;-0.642;48.405;53003;53;Ambrières-les-Vallées;CC du Bocage Mayennais;France;2024-06-04 16:50:00+02:00;04/06/2024;16:50:00;-0.557;48.296;53008;53;Aron;CC Mayenne Communauté;France;1;C;14965;19;NON
94027;28785595;21418873-2847-4991-b29d-7052b59762ea;2024-06-04 08:30:00+02:00;04/06/2024;08:30:00;-1.865;46.843;85047;85;Challans;CC Challans-Gois Communauté;France;2024-06-04 08:50:00+02:00;04/06/2024;08:50:00;-1.616;46.734;85003;85;Aizenay;CC de Vie et Boulogne;France;1;C;23723;21;NON
120427;28773979;38ae9793-2f3e-43c7-8697-3b5dcd58fe80;2024-06-04 21:20:00+02:00;04/06/2024;21:20:00;2.205;48.989;95252;95;Franconville;CA Val Parisis;France;2024-06-04 21:30:00+02:00;04/06/2024;21:30:00;2.309;48.97;95210;95;Enghien-les-Bains;CA Plaine Vallée;France;1;C;11911;15;NON
101728;28755004;c5110691-cea5-428d-9689-0ad9bd12a3f9;2024-06-04 15:50:00+02:00;04/06/2024;15:50:00;-1.197;48.347;35115;35;Fougères;CA Fougères Agglomération;France;2024-06-04 16:20:00+02:00;04/06/2024;16:20:00;-1.585;48.16;35334;35;Thorigné-Fouillard;Rennes Métropole;France;1;C;39796;33;NON
81397;28742291;6ed92492-9625-45a6-bd0b-1add7d056d58;2024-06-04 07:10:00+02:00;04/06/2024;07:10:00;6.037;46.117;74309;74;Viry;CC du Genevois;France;2024-06-04 07:40:00+02:00;04/06/2024;07:40:00;6.05;46.17;99140;;;;SUISSE;1;B;18098;28;NON
87837;28743226;3da84f8d-8bb9-4fc6-b8d4-5d1ce35a022b;2024-06-04 07:50:00+02:00;04/06/2024;07:50:00;5.232;45.602;38053;38;Bourgoin-Jallieu;CA Porte de l'Isère (CAPI);France;2024-06-04 08:20:00+02:00;04/06/2024;08:20:00;5.07;45.717;69299;69;Colombier-Saugnieu;CC de l'Est Lyonnais (CCEL);France;1;C;23862;30;NON
77357;28778291;8eab2d02-e5a8-4ec1-ac2c-99ab4f2d0c7d;2024-06-04 05:20:00+02:00;04/06/2024;05:20:00;55.474;-20.9;97411;974;Saint-Denis;CA Intercommunale du Nord de la Réunion (CINOR);France;2024-06-04 05:30:00+02:00;04/06/2024;05:30:00;55.48;-20.886;97411;974;Saint-Denis;CA Intercommunale du Nord de la Réunion (CINOR);France;1;C;2948;5;NON
96825;28790901;7c5a6619-ae15-4904-9c87-33df5821bfe0;2024-06-04 11:30:00+02:00;04/06/2024;11:30:00;55.276;-21.012;97415;974;Saint-Paul;CA Territoire de la Côte Ouest (TCO);France;2024-06-04 12:10:00+02:00;04/06/2024;12:10:00;55.451;-21.269;97414;974;Saint-Louis;CA CIVIS (Communauté Intercommunale des Villes Solidaires);France;1;C;49793;41;NON
97678;28794716;8d6b01eb-5c6d-4acd-9034-3dd8c2a2195d;2024-06-04 12:20:00+02:00;04/06/2024;12:20:00;2.05;48.792;78423;78;Montigny-le-Bretonneux;CA de Saint-Quentin-en-Yvelines;France;2024-06-04 12:50:00+02:00;04/06/2024;12:50:00;1.779;48.803;78513;78;La Queue-les-Yvelines;CC Cœur d'Yvelines;France;1;C;21477;20;NON
91515;28784014;e38dfe47-7505-4fbd-b23f-ad6dffd0c888;2024-06-04 08:10:00+02:00;04/06/2024;08:10:00;4.887;45.781;69266;69;Villeurbanne;Métropole de Lyon;France;2024-06-04 08:20:00+02:00;04/06/2024;08:20:00;4.93;45.735;69029;69;Bron;Métropole de Lyon;France;1;C;9839;16;NON
115941;28814143;f37acf64-b34b-4040-9f94-b1c737b71129;2024-06-04 18:20:00+02:00;04/06/2024;18:20:00;-2.55;43.13;99134;;;;ESPAGNE;2024-06-04 19:00:00+02:00;04/06/2024;19:00:00;-2.65;42.87;99134;;;;ESPAGNE;1;C;47296;39;NON
112975;28767708;44128a6f-6cb0-49ae-a259-aba1fdf66a83;2024-06-04 17:50:00+02:00;04/06/2024;17:50:00;-2.169;47.315;44103;44;Montoir-de-Bretagne;CA de la Région Nazairienne et de l'Estuaire (CARENE);France;2024-06-04 18:30:00+02:00;04/06/2024;18:30:00;-1.655;47.259;44194;44;Sautron;Nantes Métropole;France;1;C;50438;41;NON
90509;28737124;767730c0-3487-4705-af4b-da65ed2d124a;2024-06-04 08:10:00+02:00;04/06/2024;08:10:00;6.094;46.122;74201;74;Neydens;CC du Genevois;France;2024-06-04 08:40:00+02:00;04/06/2024;08:40:00;6.081;45.897;74067;74;Chavanod;CA du Grand Annecy;France;1;C;35825;30;NON
92587;28740610;2b375b3d-4fd2-4e50-9535-f0880dd3ddd5;2024-06-04 08:20:00+02:00;04/06/2024;08:20:00;5.922;45.724;73128;73;Grésy-sur-Aix;CA Grand Lac;France;2024-06-04 08:50:00+02:00;04/06/2024;08:50:00;6.116;45.938;74112;74;Epagny Metz-Tessy;CA du Grand Annecy;France;1;C;32839;24;NON
98413;28742412;32541be9-467e-4de0-9037-8c22cfbecb10;2024-06-04 13:00:00+02:00;04/06/2024;13:00:00;4.831;43.939;84007;84;Avignon;CA du Grand Avignon (COGA);France;2024-06-04 13:10:00+02:00;04/06/2024;13:10:00;4.811;43.927;84007;84;Avignon;CA du Grand Avignon (COGA);France;1;C;4331;10;NON
83581;28781014;e03257e1-ef96-40fb-b7b2-3a79cfb80573;2024-06-04 07:20:00+02:00;04/06/2024;07:20:00;5.086;43.741;13105;13;Sénas;Métropole d'Aix-Marseille-Provence;France;2024-06-04 08:10:00+02:00;04/06/2024;08:10:00;5.742;43.7;13099;13;Saint-Paul-lès-Durance;Métropole d'Aix-Marseille-Provence;France;1;C;60653;53;NON
102398;28748793;acea1c01-d741-4784-91c9-c67d71e633f3;2024-06-04 16:10:00+02:00;04/06/2024;16:10:00;7.306;48.041;68078;68;Eguisheim;CC du Pays de Rouffach, Vignobles et Châteaux;France;2024-06-04 16:20:00+02:00;04/06/2024;16:20:00;7.296;48.058;68365;68;Wettolsheim;CA Colmar Agglomération;France;1;C;3819;8;NON
112625;28764128;c924e68f-62a0-497c-9a4f-2893c8427bbc;2024-06-04 17:50:00+02:00;04/06/2024;17:50:00;2.409;48.606;91340;91;Lisses;CA Grand Paris Sud Seine Essonne Sénart;France;2024-06-04 18:50:00+02:00;04/06/2024;18:50:00;1.994;48.303;91016;91;Angerville;CA Étampois Sud Essonne;France;1;C;57524;56;NON
121388;28771383;22b732f7-f62e-4e86-84ed-5b598a065a36;2024-06-04 22:30:00+02:00;04/06/2024;22:30:00;6.156;49.093;57480;57;Montigny-lès-Metz;Metz Métropole;France;2024-06-04 22:40:00+02:00;04/06/2024;22:40:00;6.176;49.101;57463;57;Metz;Metz Métropole;France;1;C;2252;6;NON
100562;28804361;955199d4-9b53-4cdc-b6ce-b50dbd47f748;2024-06-04 14:40:00+02:00;04/06/2024;14:40:00;2.13;48.801;78646;78;Versailles;CA Versailles Grand Parc (CAVGP);France;2024-06-04 15:00:00+02:00;04/06/2024;15:00:00;1.979;48.784;78621;78;Trappes;CA de Saint-Quentin-en-Yvelines;France;1;C;14943;17;NON
90016;28730673;462d0e5e-2261-47ad-836e-45c74a2611ad;2024-06-04 08:00:00+02:00;04/06/2024;08:00:00;3.869;43.594;34172;34;Montpellier;Montpellier Méditerranée Métropole;France;2024-06-04 08:20:00+02:00;04/06/2024;08:20:00;3.93;43.613;34172;34;Montpellier;Montpellier Méditerranée Métropole;France;1;C;8671;13;NON
109209;28766622;d0c91db4-8608-4c4e-8ad2-1ee77afa9d01;2024-06-04 17:20:00+02:00;04/06/2024;17:20:00;1.489;43.565;31555;31;Toulouse;Toulouse Métropole;France;2024-06-04 17:50:00+02:00;04/06/2024;17:50:00;1.623;43.357;31396;31;Nailloux;CC des Terres du Lauragais;France;1;C;31804;25;NON
108594;28762613;33c0cfe4-71a5-452e-8694-6a6ffbec4b6b;2024-06-04 17:20:00+02:00;04/06/2024;17:20:00;2.96;50.461;62250;62;Courrières;CA d'Hénin-Carvin;France;2024-06-04 17:30:00+02:00;04/06/2024;17:30:00;2.946;50.424;62427;62;Hénin-Beaumont;CA d'Hénin-Carvin;France;1;C;5468;9;NON
78011;28724333;e890c4e6-e78a-4211-a6b5-17223d111917;2024-06-04 06:00:00+02:00;04/06/2024;06:00:00;-0.942;45.819;17348;17;Saint-Jean-d'Angle;CA Rochefort Océan;France;2024-06-04 06:50:00+02:00;04/06/2024;06:50:00;-1.188;46.152;17300;17;La Rochelle;CA de La Rochelle;France;1;C;56802;53;NON
113853;28764879;e171d967-1f1c-4c7b-94bd-c0f2346cb5f2;2024-06-04 18:00:00+02:00;04/06/2024;18:00:00;-1.039;46.858;85109;85;Les Herbiers;CC du Pays des Herbiers;France;2024-06-04 19:10:00+02:00;04/06/2024;19:10:00;-1.466;47.225;44009;44;Basse-Goulaine;Nantes Métropole;France;1;C;73598;60;NON
84364;28733763;6a4a1425-0b9d-4ae4-8eb9-c1d6581e2385;2024-06-04 07:30:00+02:00;04/06/2024;07:30:00;2.798;50.302;62753;62;Saint-Laurent-Blangy;CU d'Arras;France;2024-06-04 08:00:00+02:00;04/06/2024;08:00:00;2.846;50.102;62080;62;Bapaume;CC du Sud-Artois;France;1;C;28576;29;NON
110106;28763215;ff4d61af-c3dd-4218-ad6c-635c2a212b70;2024-06-04 17:30:00+02:00;04/06/2024;17:30:00;2.124;48.706;91272;91;Gif-sur-Yvette;CA Communauté Paris-Saclay;France;2024-06-04 17:50:00+02:00;04/06/2024;17:50:00;2.124;48.624;91111;91;Briis-sous-Forges;CC du Pays de Limours (CCPL);France;1;C;11278;18;NON
117501;28758581;bd38c50b-3679-40a4-8ee3-2d01abdc6d77;2024-06-04 19:10:00+02:00;04/06/2024;19:10:00;2.01;48.531;91200;91;Dourdan;CC Le Dourdannais en Hurepoix (CCDH);France;2024-06-04 19:50:00+02:00;04/06/2024;19:50:00;2.338;48.751;94034;94;Fresnes;Métropole du Grand Paris;France;1;C;44339;37;NON
107856;28762469;2de01bca-1bab-4cd2-9db3-e450629fc691;2024-06-04 17:10:00+02:00;04/06/2024;17:10:00;-1.427;46.712;85155;85;Mouilleron-le-Captif;CA La Roche-sur-Yon Agglomération;France;2024-06-04 18:00:00+02:00;04/06/2024;18:00:00;-1.239;47.077;44063;44;Gétigné;CA Clisson Sèvre et Maine Agglo;France;1;C;48896;49;NON
93179;28738121;89552463-6e74-4617-b2a4-d1da3fa613af;2024-06-04 08:30:00+02:00;04/06/2024;08:30:00;7.259;43.708;06088;06;Nice;Métropole Nice Côte d'Azur;France;2024-06-04 08:30:00+02:00;04/06/2024;08:30:00;7.229;43.681;06088;06;Nice;Métropole Nice Côte d'Azur;France;1;C;4055;5;NON
111855;28763954;4bf393b5-19ea-4142-8304-a032c4179dd6;2024-06-04 17:40:00+02:00;04/06/2024;17:40:00;-0.936;46.794;85031;85;Le Boupère;CC du Pays de Pouzauges;France;2024-06-04 18:10:00+02:00;04/06/2024;18:10:00;-1.108;46.906;85017;85;Beaurepaire;CC du Pays des Herbiers;France;1;C;22995;29;NON
80857;28729091;e0ad169e-44a7-413e-84cd-1e172b8f7f16;2024-06-04 07:00:00+02:00;04/06/2024;07:00:00;7.417;48.265;67073;67;Châtenois;CC de Sélestat;France;2024-06-04 07:20:00+02:00;04/06/2024;07:20:00;7.357;48.085;68066;68;Colmar;CA Colmar Agglomération;France;1;C;21373;18;NON
97037;28794033;1ab7c598-fbba-4a0b-accb-7c392b4d0c32;2024-06-04 11:50:00+02:00;04/06/2024;11:50:00;55.656;-20.972;97409;974;Saint-André;CA Intercommunale de la Réunion Est (CIREST);France;2024-06-04 12:00:00+02:00;04/06/2024;12:00:00;55.653;-20.957;97409;974;Saint-André;CA Intercommunale de la Réunion Est (CIREST);France;1;C;2516;6;NON
91826;28784338;f5c00b34-de85-454c-b7ca-c3e647e021fa;2024-06-04 08:10:00+02:00;04/06/2024;08:10:00;2.35;48.883;75110;75;Paris;Métropole du Grand Paris;France;2024-06-04 08:40:00+02:00;04/06/2024;08:40:00;2.46;48.97;95277;95;Gonesse;CA Roissy Pays de France;France;1;C;16446;27;NON
91461;28783956;c7d5f6e1-07f3-477c-a30a-657c8cdff45a;2024-06-04 08:10:00+02:00;04/06/2024;08:10:00;1.435;43.61;31555;31;Toulouse;Toulouse Métropole;France;2024-06-04 08:20:00+02:00;04/06/2024;08:20:00;1.383;43.625;31069;31;Blagnac;Toulouse Métropole;France;1;C;6737;11;NON
109790;28767296;48cd13e5-b64b-4f9c-820e-202d543631f5;2024-06-04 17:30:00+02:00;04/06/2024;17:30:00;3.959;49.024;51230;51;Épernay;CA Épernay, Coteaux et Plaine de Champagne;France;2024-06-04 18:10:00+02:00;04/06/2024;18:10:00;4.043;49.243;51454;51;Reims;CU du Grand Reims;France;1;A;27881;33;NON
95928;28727345;c08f79af-3299-4d27-89c8-36b1fbf1ccd5;2024-06-04 09:50:00+02:00;04/06/2024;09:50:00;6.971;43.569;06085;06;Mougins;CA Cannes Pays de Lérins;France;2024-06-04 10:00:00+02:00;04/06/2024;10:00:00;7.004;43.563;06029;06;Cannes;CA Cannes Pays de Lérins;France;1;C;6367;12;NON
76629;28721883;8487733a-f169-4076-a1a3-8929baa30f3b;2024-06-04 04:50:00+02:00;04/06/2024;04:50:00;-1.157;46.145;17300;17;La Rochelle;CA de La Rochelle;France;2024-06-04 05:00:00+02:00;04/06/2024;05:00:00;-1.099;46.127;17028;17;Aytré;CA de La Rochelle;France;1;C;8232;12;NON
82525;28732408;9c423e45-bc2d-4e68-b27e-c6a52b811f01;2024-06-04 07:20:00+02:00;04/06/2024;07:20:00;7.105;43.579;06004;06;Antibes;CA de Sophia Antipolis;France;2024-06-04 07:40:00+02:00;04/06/2024;07:40:00;6.941;43.639;06069;06;Grasse;CA du Pays de Grasse;France;1;C;21651;24;NON
94067;28785657;6bd31110-9442-4230-bbb1-786bbac52924;2024-06-04 08:30:00+02:00;04/06/2024;08:30:00;-1.316;46.789;85084;85;Essarts en Bocage;CC du Pays de Saint-Fulgent - Les Essarts;France;2024-06-04 09:00:00+02:00;04/06/2024;09:00:00;-1.175;46.718;85246;85;Saint-Martin-des-Noyers;CC Pays de Chantonnay;France;1;C;17026;25;NON
85948;28734825;183154d6-78d0-43da-8adf-13b58ce1bcdb;2024-06-04 07:40:00+02:00;04/06/2024;07:40:00;0.397;44.668;24167;24;Eymet;CC de Portes Sud Périgord;France;2024-06-04 08:10:00+02:00;04/06/2024;08:10:00;0.493;44.85;24037;24;Bergerac;CA Bergeracoise;France;1;C;24742;30;NON
82011;28729854;880fb57e-63eb-4869-ab17-bffeacb2d5b5;2024-06-04 07:10:00+02:00;04/06/2024;07:10:00;5.879;45.619;73329;73;Voglans;CA Grand Lac;France;2024-06-04 08:00:00+02:00;04/06/2024;08:00:00;5.232;45.602;38053;38;Bourgoin-Jallieu;CA Porte de l'Isère (CAPI);France;1;A;60866;44;NON
77143;28778211;5c47fd5e-8b77-4c42-94b4-7e5b5673ef72;2024-06-04 05:10:00+02:00;04/06/2024;05:10:00;55.346;-20.922;97408;974;La Possession;CA Territoire de la Côte Ouest (TCO);France;2024-06-04 05:30:00+02:00;04/06/2024;05:30:00;55.444;-20.879;97411;974;Saint-Denis;CA Intercommunale du Nord de la Réunion (CINOR);France;1;C;12884;15;NON
114587;28755849;c910aef9-1398-4130-aa71-6b39fe491cbf;2024-06-04 18:10:00+02:00;04/06/2024;18:10:00;1.945;48.799;78490;78;Plaisir;CA de Saint-Quentin-en-Yvelines;France;2024-06-04 18:40:00+02:00;04/06/2024;18:40:00;2.042;48.927;78498;78;Poissy;CU Grand Paris Seine et Oise;France;1;C;21046;32;NON
120168;28772581;b4d7fa5e-9ed2-4dff-b255-cecb5fda697a;2024-06-04 21:10:00+02:00;04/06/2024;21:10:00;-0.726;48.099;53140;53;Louverné;CA Laval Agglomération;France;2024-06-04 21:40:00+02:00;04/06/2024;21:40:00;-0.918;48.139;53243;53;Saint-Ouën-des-Toits;CA Laval Agglomération;France;1;C;19568;21;NON
111653;28763744;49d221be-8adb-4a11-bd88-86cc98548581;2024-06-04 17:40:00+02:00;04/06/2024;17:40:00;-1.628;47.231;44162;44;Saint-Herblain;Nantes Métropole;France;2024-06-04 17:50:00+02:00;04/06/2024;17:50:00;-1.564;47.254;44109;44;Nantes;Nantes Métropole;France;1;C;9635;14;NON
83251;28733155;9fbf7b8c-d648-444c-88ce-7d1880d72451;2024-06-04 07:20:00+02:00;04/06/2024;07:20:00;6.387;45.661;73011;73;Albertville;CA Arlysère;France;2024-06-04 07:50:00+02:00;04/06/2024;07:50:00;6.524;45.486;73181;73;Moûtiers;CC Cœur de Tarentaise;France;1;C;25673;22;NON
121538;28829323;93a5a309-c033-49cf-bb32-b576a48c4c1a;2024-06-04 22:40:00+02:00;04/06/2024;22:40:00;2.297;48.645;91347;91;Longpont-sur-Orge;CA Cœur d'Essonne Agglomération;France;2024-06-04 23:00:00+02:00;04/06/2024;23:00:00;2.294;48.558;91376;91;Marolles-en-Hurepoix;CA Cœur d'Essonne Agglomération;France;1;C;18711;23;NON
105382;28808549;4ab7205a-faa6-4df5-bea4-3c1cada8644f;2024-06-04 16:50:00+02:00;04/06/2024;16:50:00;-2.66;42.91;99134;;;;ESPAGNE;2024-06-04 17:10:00+02:00;04/06/2024;17:10:00;-2.66;42.85;99134;;;;ESPAGNE;1;C;10311;15;NON
108272;28809797;9d9d49c0-6e8a-4736-b678-7dc5d4683ba5;2024-06-04 17:10:00+02:00;04/06/2024;17:10:00;-0.448;44.989;33366;33;Saint-André-de-Cubzac;CC du Grand Cubzaguais;France;2024-06-04 17:10:00+02:00;04/06/2024;17:10:00;-0.45;45.012;33415;33;Saint-Gervais;CC du Grand Cubzaguais;France;1;C;2977;6;NON
100285;28803661;014ed857-fe04-4dc8-a324-2f523e9e3d6e;2024-06-04 14:20:00+02:00;04/06/2024;14:20:00;55.494;-20.895;97411;974;Saint-Denis;CA Intercommunale du Nord de la Réunion (CINOR);France;2024-06-04 14:30:00+02:00;04/06/2024;14:30:00;55.472;-20.904;97411;974;Saint-Denis;CA Intercommunale du Nord de la Réunion (CINOR);France;1;C;4419;9;NON
112990;28767724;6513fbdd-8327-4bce-b144-08cbca6c9c1f;2024-06-04 17:50:00+02:00;04/06/2024;17:50:00;6.133;45.91;74010;74;Annecy;CA du Grand Annecy;France;2024-06-04 18:30:00+02:00;04/06/2024;18:30:00;5.919;45.576;73065;73;Chambéry;CA du Grand Chambéry;France;1;C;49099;38;NON
105509;28808732;bfd31dfa-b8c5-4223-9df1-df17ae1466fa;2024-06-04 16:50:00+02:00;04/06/2024;16:50:00;2.424;48.628;91228;91;Évry-Courcouronnes;CA Grand Paris Sud Seine Essonne Sénart;France;2024-06-04 17:10:00+02:00;04/06/2024;17:10:00;2.543;48.531;77407;77;Saint-Fargeau-Ponthierry;CA Melun Val de Seine;France;1;C;16206;17;NON
111904;28764005;e9c49064-31ce-497c-a61e-cd80367eff99;2024-06-04 17:40:00+02:00;04/06/2024;17:40:00;3.767;43.627;34259;34;Saint-Georges-d'Orques;Montpellier Méditerranée Métropole;France;2024-06-04 17:50:00+02:00;04/06/2024;17:50:00;3.818;43.616;34172;34;Montpellier;Montpellier Méditerranée Métropole;France;1;C;5759;9;NON
96141;28788766;be4c0709-65fa-4792-af4f-3121a47a91cf;2024-06-04 10:10:00+02:00;04/06/2024;10:10:00;55.493;-21.342;97416;974;Saint-Pierre;CA CIVIS (Communauté Intercommunale des Villes Solidaires);France;2024-06-04 10:20:00+02:00;04/06/2024;10:20:00;55.445;-21.321;97416;974;Saint-Pierre;CA CIVIS (Communauté Intercommunale des Villes Solidaires);France;1;C;7147;11;NON
105507;28808729;423bf02a-dc97-4f12-bfbe-adec4915c275;2024-06-04 16:50:00+02:00;04/06/2024;16:50:00;-2.66;42.91;99134;;;;ESPAGNE;2024-06-04 17:10:00+02:00;04/06/2024;17:10:00;-2.67;42.84;99134;;;;ESPAGNE;1;C;11970;17;NON
111249;28811809;5d5f37c6-d089-4794-8fe9-60ddc3c128ee;2024-06-04 17:30:00+02:00;04/06/2024;17:30:00;5.763;43.708;13099;13;Saint-Paul-lès-Durance;Métropole d'Aix-Marseille-Provence;France;2024-06-04 18:10:00+02:00;04/06/2024;18:10:00;5.407;43.462;13015;13;Bouc-Bel-Air;Métropole d'Aix-Marseille-Provence;France;1;C;50665;36;NON
109519;28810175;2ac7d25a-4656-414e-97aa-1982b4b079be;2024-06-04 17:20:00+02:00;04/06/2024;17:20:00;-1.411;46.667;85191;85;La Roche-sur-Yon;CA La Roche-sur-Yon Agglomération;France;2024-06-04 17:50:00+02:00;04/06/2024;17:50:00;-1.066;46.682;85051;85;Chantonnay;CC Pays de Chantonnay;France;1;C;32155;26;NON
109911;28754302;efb356d2-6695-4319-abdf-f4e4ad666097;2024-06-04 17:30:00+02:00;04/06/2024;17:30:00;-4.1;47.977;29232;29;Quimper;CA Quimper Bretagne Occidentale;France;2024-06-04 18:10:00+02:00;04/06/2024;18:10:00;-4.05;48.216;29026;29;Châteaulin;CC Pleyben-Châteaulin-Porzay;France;1;C;31918;34;NON
103888;28760506;720427fe-a846-4ddc-8f2e-8038c7b7e06c;2024-06-04 16:30:00+02:00;04/06/2024;16:30:00;5.219;46.207;01053;01;Bourg-en-Bresse;CA du Bassin de Bourg-en-Bresse;France;2024-06-04 17:00:00+02:00;04/06/2024;17:00:00;5.34;46.049;01304;01;Pont-d'Ain;CC Rives de l'Ain - Pays du Cerdon;France;1;C;25112;24;NON
117273;28769182;29b7ce5c-0640-4cbf-afb3-4d326e76c201;2024-06-04 19:00:00+02:00;04/06/2024;19:00:00;1.673;48.907;78530;78;Rosay;CC du Pays Houdanais (CCPH);France;2024-06-04 20:10:00+02:00;04/06/2024;20:10:00;2.327;48.73;91689;91;Wissous;CA Communauté Paris-Saclay;France;1;C;63290;65;NON
95898;28741178;e71f387b-3499-4102-ab23-cb2f05553be0;2024-06-04 09:50:00+02:00;04/06/2024;09:50:00;5.985;47.248;25056;25;Besançon;CU Grand Besançon Métropole;France;2024-06-04 10:00:00+02:00;04/06/2024;10:00:00;5.991;47.288;25381;25;Miserey-Salines;CU Grand Besançon Métropole;France;1;C;6218;7;NON
95229;28738980;338e6fee-4317-4d47-bb5d-c7854b0a6362;2024-06-04 09:00:00+02:00;04/06/2024;09:00:00;3.315;43.73;34142;34;Lodève;CC Lodévois et Larzac;France;2024-06-04 09:50:00+02:00;04/06/2024;09:50:00;3.843;43.575;34270;34;Saint-Jean-de-Védas;Montpellier Méditerranée Métropole;France;1;C;54287;42;NON
94695;28785931;da75f714-51bb-4897-b5c1-155dce439132;2024-06-04 08:40:00+02:00;04/06/2024;08:40:00;55.292;-20.989;97415;974;Saint-Paul;CA Territoire de la Côte Ouest (TCO);France;2024-06-04 09:20:00+02:00;04/06/2024;09:20:00;55.478;-21.341;97416;974;Saint-Pierre;CA CIVIS (Communauté Intercommunale des Villes Solidaires);France;1;C;56189;35;NON
86717;28782305;ef8618e7-dbaa-49f4-b717-35dcde057d8b;2024-06-04 07:40:00+02:00;04/06/2024;07:40:00;4.652;45.73;69255;69;Vaugneray;CC des Vallons du Lyonnais (CCVL);France;2024-06-04 08:00:00+02:00;04/06/2024;08:00:00;4.707;45.792;69127;69;Marcy-l'Étoile;Métropole de Lyon;France;1;C;10583;19;NON
114122;28768031;8eb420f6-1bb6-4665-b474-e6143f0028f3;2024-06-04 18:00:00+02:00;04/06/2024;18:00:00;6.1;46.21;99140;;;;SUISSE;2024-06-04 18:40:00+02:00;04/06/2024;18:40:00;6.085;45.926;74112;74;Epagny Metz-Tessy;CA du Grand Annecy;France;1;C;41690;37;NON
91338;28783827;873c9afb-81d0-4067-a8dd-92a2af6d32ee;2024-06-04 08:10:00+02:00;04/06/2024;08:10:00;6.635;46.338;74073;74;Chevenoz;CC Pays d'Évian Vallée d'Abondance;France;2024-06-04 08:40:00+02:00;04/06/2024;08:40:00;6.84;46.258;74063;74;Châtel;CC Pays d'Évian Vallée d'Abondance;France;1;C;23738;30;NON
112445;28756003;ce12490b-27d2-4538-9fdf-e43d931713d2;2024-06-04 17:50:00+02:00;04/06/2024;17:50:00;4.851;45.759;69383;69;Lyon;Métropole de Lyon;France;2024-06-04 18:10:00+02:00;04/06/2024;18:10:00;4.834;45.761;69382;69;Lyon;Métropole de Lyon;France;1;C;1673;15;NON
91914;28737574;855a5be0-5639-4287-9504-98604c1fe95b;2024-06-04 08:20:00+02:00;04/06/2024;08:20:00;0.701;47.412;37261;37;Tours;Tours Métropole Val de Loire;France;2024-06-04 08:30:00+02:00;04/06/2024;08:30:00;0.741;47.378;37233;37;Saint-Pierre-des-Corps;Tours Métropole Val de Loire;France;1;C;6929;12;NON
