;journey_id;trip_id;journey_start_datetime;journey_start_date;journey_start_time;journey_start_lon;journey_start_lat;journey_start_insee;journey_start_department;journey_start_town;journey_start_towngroup;journey_start_country;journey_end_datetime;journey_end_date;journey_end_time;journey_end_lon;journey_end_lat;journey_end_insee;journey_end_department;journey_end_town;journey_end_towngroup;journey_end_country;passenger_seats;operator_class;journey_distance;journey_duration;has_incentive
107021;30224163;53b7a9dd-d7ed-4323-8176-f6459fb7932b;2024-07-03 17:50:00+02:00;2024-07-03;17:50:00;-0.86;47.692;49331;49;Segré-en-Anjou Bleu;CC Anjou Bleu Communauté;France;2024-07-03 18:20:00+02:00;2024-07-03;18:20:00;-0.567;47.492;49007;49;Angers;CU Angers Loire Métropole;France;1;C;38357;32;NON
89288;30193792;2f93ee5b-8080-44dc-8de4-96e1d44bad09;2024-07-03 08:00:00+02:00;2024-07-03;08:00:00;-1.442;43.504;64102;64;Bayonne;CA du Pays Basque;France;2024-07-03 09:10:00+02:00;2024-07-03;09:10:00;-1.024;43.326;64010;64;Aïcirits-Camou-Suhast;CA du Pays Basque;France;1;C;52894;61;NON
84414;30233873;154a2043-0294-40b2-92bf-6a912d030162;2024-07-03 07:20:00+02:00;2024-07-03;07:20:00;3.076;45.775;63113;63;Clermont-Ferrand;Clermont Auvergne Métropole;France;2024-07-03 07:30:00+02:00;2024-07-03;07:30:00;3.123;45.843;63063;63;Cébazat;Clermont Auvergne Métropole;France;1;C;11182;19;NON
83048;30188346;54aff3b0-6969-4e07-835d-fac2ac3d6a0d;2024-07-03 07:10:00+02:00;2024-07-03;07:10:00;5.917;45.719;73128;73;Grésy-sur-Aix;CA Grand Lac;France;2024-07-03 08:10:00+02:00;2024-07-03;08:10:00;6.17;46.19;99140;;;;SUISSE;1;C;74145;57;NON
112742;30269480;c844c312-112b-4b1f-82ac-bc51f5623a62;2024-07-03 21:10:00+02:00;2024-07-03;21:10:00;-2.68;42.86;99134;;;;ESPAGNE;2024-07-03 22:00:00+02:00;2024-07-03;22:00:00;-2.19;43.04;99134;;;;ESPAGNE;1;C;70826;47;NON
86176;30191632;5cf0ef70-8e4f-47ce-a01c-7bc1aea4a752;2024-07-03 07:40:00+02:00;2024-07-03;07:40:00;0.539;49.647;76342;76;Hattenville;CA Caux Seine Agglo;France;2024-07-03 08:00:00+02:00;2024-07-03;08:00:00;0.496;49.577;76114;76;Bolbec;CA Caux Seine Agglo;France;1;C;11628;16;NON
112491;30223936;f99259e4-9d04-4e4c-a4db-1c5a2cf5f99c;2024-07-03 21:00:00+02:00;2024-07-03;21:00:00;4.728;45.983;69264;69;Villefranche-sur-Saône;CA Villefranche Beaujolais Saône;France;2024-07-03 21:40:00+02:00;2024-07-03;21:40:00;5.106;45.676;38475;38;Satolas-et-Bonce;CA Porte de l'Isère (CAPI);France;1;C;60626;42;NON
106626;30262593;86ac8e02-2b78-4013-ba8b-2507621fe866;2024-07-03 17:50:00+02:00;2024-07-03;17:50:00;-2.099;47.351;44052;44;Donges;CA de la Région Nazairienne et de l'Estuaire (CARENE);France;2024-07-03 18:20:00+02:00;2024-07-03;18:20:00;-1.634;47.228;44162;44;Saint-Herblain;Nantes Métropole;France;1;C;44985;35;NON
111551;30224721;6d70da06-f762-4581-ab63-968a57649ca9;2024-07-03 20:00:00+02:00;2024-07-03;20:00:00;2.588;48.827;77169;77;Émerainville;CA Paris - Vallée de la Marne;France;2024-07-03 20:10:00+02:00;2024-07-03;20:10:00;2.614;48.79;77373;77;Pontault-Combault;CA Paris - Vallée de la Marne;France;1;C;7067;10;NON
105492;30218807;d5a38353-462b-47ec-a90e-130b42d5ab12;2024-07-03 17:30:00+02:00;2024-07-03;17:30:00;7.41;43.72;99138;;;;MONACO;2024-07-03 18:00:00+02:00;2024-07-03;18:00:00;7.333;43.708;06011;06;Beaulieu-sur-Mer;Métropole Nice Côte d'Azur;France;1;C;9141;20;NON
91907;30196796;f8a0afdb-88d9-4683-9201-9e04c6774b24;2024-07-03 08:30:00+02:00;2024-07-03;08:30:00;5.908;45.701;73008;73;Aix-les-Bains;CA Grand Lac;France;2024-07-03 09:10:00+02:00;2024-07-03;09:10:00;6.169;45.928;74010;74;Annecy;CA du Grand Annecy;France;1;C;40161;34;NON
109875;30264809;c68bc4cf-de24-463e-9774-f7a89bf4305f;2024-07-03 18:50:00+02:00;2024-07-03;18:50:00;2.489;48.9;93010;93;Bondy;Métropole du Grand Paris;France;2024-07-03 19:00:00+02:00;2024-07-03;19:00:00;2.47;48.89;93053;93;Noisy-le-Sec;Métropole du Grand Paris;France;1;C;2630;5;NON
89546;30194641;2d1d4dae-a480-49be-abba-584a7bae32c3;2024-07-03 08:10:00+02:00;2024-07-03;08:10:00;2.07;49.43;60057;60;Beauvais;CA du Beauvaisis;France;2024-07-03 08:40:00+02:00;2024-07-03;08:40:00;2.094;49.244;60370;60;Lormaison;CC des Sablons;France;1;C;25027;23;NON
80029;30232089;bba13998-c0a4-41e9-9492-d8183f30809d;2024-07-03 05:40:00+02:00;2024-07-03;05:40:00;55.476;-21.335;97416;974;Saint-Pierre;CA CIVIS (Communauté Intercommunale des Villes Solidaires);France;2024-07-03 05:50:00+02:00;2024-07-03;05:50:00;55.395;-21.28;97414;974;Saint-Louis;CA CIVIS (Communauté Intercommunale des Villes Solidaires);France;1;C;13007;13;NON
105786;30219013;78cb6006-b3c6-4200-94e4-e8d5c9efa933;2024-07-03 17:40:00+02:00;2024-07-03;17:40:00;-1.432;46.673;85191;85;La Roche-sur-Yon;CA La Roche-sur-Yon Agglomération;France;2024-07-03 18:40:00+02:00;2024-07-03;18:40:00;-0.789;46.664;85067;85;Cheffois;CC du Pays de la Châtaigneraie;France;1;C;56208;57;NON
88664;30193913;9471c2eb-d688-4b15-ab00-f31ef640bbcd;2024-07-03 08:00:00+02:00;2024-07-03;08:00:00;2.359;48.992;95539;95;Saint-Brice-sous-Forêt;CA Plaine Vallée;France;2024-07-03 08:40:00+02:00;2024-07-03;08:40:00;2.033;49.05;95127;95;Cergy;CA de Cergy-Pontoise;France;1;C;35147;33;NON
106340;30262304;627bebf5-9d13-4665-8d86-01a662afd1a9;2024-07-03 17:40:00+02:00;2024-07-03;17:40:00;1.36;43.653;31069;31;Blagnac;Toulouse Métropole;France;2024-07-03 17:50:00+02:00;2024-07-03;17:50:00;1.433;43.627;31555;31;Toulouse;Toulouse Métropole;France;1;C;9919;16;NON
84151;30190468;d92bcc0a-3877-46c7-a492-402b6c1813d6;2024-07-03 07:20:00+02:00;2024-07-03;07:20:00;2.22;49.586;60377;60;Maisoncelle-Tuilerie;CC de l'Oise Picarde;France;2024-07-03 07:50:00+02:00;2024-07-03;07:50:00;2.243;49.416;60103;60;Bresles;CA du Beauvaisis;France;1;C;21820;26;NON
80731;30186681;9bcae738-069b-468a-aa9a-eb97d59005aa;2024-07-03 06:20:00+02:00;2024-07-03;06:20:00;3.079;49.014;77120;77;Cocherel;CC du Pays de l'Ourcq;France;2024-07-03 07:20:00+02:00;2024-07-03;07:20:00;2.571;48.902;93047;93;Montfermeil;Métropole du Grand Paris;France;1;C;47165;57;NON
108622;30222280;793a6ce2-a656-4e74-b9be-96f9aa2f37e8;2024-07-03 18:20:00+02:00;2024-07-03;18:20:00;-2.399;47.535;56004;56;Arzal;CC Arc Sud Bretagne;France;2024-07-03 19:00:00+02:00;2024-07-03;19:00:00;-2.748;47.662;56260;56;Vannes;CA Golfe du Morbihan - Vannes Agglomération;France;1;C;35297;30;NON
110196;30222887;acb34dbe-efc9-4f53-94c3-abea520631b7;2024-07-03 19:00:00+02:00;2024-07-03;19:00:00;1.979;48.791;78621;78;Trappes;CA de Saint-Quentin-en-Yvelines;France;2024-07-03 19:20:00+02:00;2024-07-03;19:20:00;2.135;48.795;78646;78;Versailles;CA Versailles Grand Parc (CAVGP);France;1;C;14004;16;NON
88572;30193776;a24ffb41-1201-4ad1-8ee6-0e029ff04aff;2024-07-03 08:00:00+02:00;2024-07-03;08:00:00;2.228;49.112;95313;95;L'Isle-Adam;CC de la Vallée de l'Oise et des Trois Forêts;France;2024-07-03 08:30:00+02:00;2024-07-03;08:30:00;2.254;48.97;95582;95;Sannois;CA Val Parisis;France;1;C;24252;25;NON
106204;30219229;0b429411-1abb-4c8c-94eb-b8aebcf147e8;2024-07-03 17:40:00+02:00;2024-07-03;17:40:00;5.902;45.585;73065;73;Chambéry;CA du Grand Chambéry;France;2024-07-03 18:00:00+02:00;2024-07-03;18:00:00;5.99;45.533;73249;73;Saint-Jeoire-Prieuré;CA du Grand Chambéry;France;1;C;9945;12;NON
79004;30231061;0ff404ab-52b4-46a2-8719-3142a1799b36;2024-07-03 04:40:00+02:00;2024-07-03;04:40:00;55.305;-20.946;97407;974;Le Port;CA Territoire de la Côte Ouest (TCO);France;2024-07-03 05:00:00+02:00;2024-07-03;05:00:00;55.245;-21.1;97415;974;Saint-Paul;CA Territoire de la Côte Ouest (TCO);France;1;C;26068;26;NON
94476;30249401;946ad7ad-3a8d-41c2-9669-f279798a2b17;2024-07-03 11:50:00+02:00;2024-07-03;11:50:00;2.253;48.89;92026;92;Courbevoie;Métropole du Grand Paris;France;2024-07-03 12:00:00+02:00;2024-07-03;12:00:00;2.223;48.85;92064;92;Saint-Cloud;Métropole du Grand Paris;France;1;C;5696;11;NON
91065;30196230;ad243051-cd94-47c4-abe7-845521b50627;2024-07-03 08:20:00+02:00;2024-07-03;08:20:00;3.896;43.606;34172;34;Montpellier;Montpellier Méditerranée Métropole;France;2024-07-03 09:00:00+02:00;2024-07-03;09:00:00;4.186;43.7;30006;30;Aimargues;CC de Petite Camargue;France;1;C;33224;32;NON
107934;30262831;9cf4245c-1520-4cff-98b7-71a1b97b916c;2024-07-03 18:00:00+02:00;2024-07-03;18:00:00;-1.699;48.213;35173;35;Melesse;CC Val d'Ille-Aubigné;France;2024-07-03 18:10:00+02:00;2024-07-03;18:10:00;-1.669;48.309;35195;35;Montreuil-sur-Ille;CC Val d'Ille-Aubigné;France;1;C;14539;14;NON
110166;30222854;c301562f-c05b-4da5-8104-0cefbd2c059e;2024-07-03 19:00:00+02:00;2024-07-03;19:00:00;2.084;49.037;95127;95;Cergy;CA de Cergy-Pontoise;France;2024-07-03 19:20:00+02:00;2024-07-03;19:20:00;2.064;48.949;78005;78;Achères;CU Grand Paris Seine et Oise;France;1;C;13336;17;NON
114466;30230467;2a67d19e-01ec-4b00-8d8c-1d9844ff185b;2024-07-03 23:50:00+02:00;2024-07-03;23:50:00;7.24;48.772;57540;57;Phalsbourg;CC du Pays de Phalsbourg;France;2024-07-04 00:20:00+02:00;2024-07-04;00:20:00;7.033;49.047;57289;57;Hambach;CA Sarreguemines Confluences;France;1;C;40519;27;NON
108683;30230015;35d4aa28-a0a4-40bb-9bee-669b4bc33f9d;2024-07-03 18:20:00+02:00;2024-07-03;18:20:00;4.887;45.73;69029;69;Bron;Métropole de Lyon;France;2024-07-03 18:40:00+02:00;2024-07-03;18:40:00;5.232;45.603;38053;38;Bourgoin-Jallieu;CA Porte de l'Isère (CAPI);France;1;C;33121;25;NON
83260;30188590;cc5e7877-3bd0-4022-8466-f475cfafc665;2024-07-03 07:10:00+02:00;2024-07-03;07:10:00;3.778;43.568;34295;34;Saussan;Montpellier Méditerranée Métropole;France;2024-07-03 07:40:00+02:00;2024-07-03;07:40:00;3.915;43.607;34172;34;Montpellier;Montpellier Méditerranée Métropole;France;1;C;19582;22;NON
103215;30260585;280f5b69-8279-4841-b564-eca6586651d9;2024-07-03 17:10:00+02:00;2024-07-03;17:10:00;-1.186;47.4;44003;44;Ancenis-Saint-Géréon;CC du Pays d'Ancenis;France;2024-07-03 17:50:00+02:00;2024-07-03;17:50:00;-0.55;47.476;49007;49;Angers;CU Angers Loire Métropole;France;1;C;52352;37;NON
91732;30196590;268e791f-b75a-455f-a779-1170e02ce98f;2024-07-03 08:30:00+02:00;2024-07-03;08:30:00;0.771;49.609;76568;76;Saint-Clair-sur-les-Monts;CC Yvetot Normandie;France;2024-07-03 09:10:00+02:00;2024-07-03;09:10:00;0.257;49.484;76533;76;Rogerville;CU Le Havre Seine Métropole;France;1;C;54072;39;NON
84102;30190416;02d1c0ac-adf3-4e14-898f-189cb03bf805;2024-07-03 07:20:00+02:00;2024-07-03;07:20:00;1.919;47.891;45286;45;Saint-Jean-le-Blanc;Orléans Métropole;France;2024-07-03 08:30:00+02:00;2024-07-03;08:30:00;2.719;48.021;45068;45;Châlette-sur-Loing;CA Montargoise et Rives du Loing (AME);France;1;C;74288;70;NON
111657;30267108;2a07625b-ca82-4572-b7ba-8c62cbdcbcd0;2024-07-03 20:10:00+02:00;2024-07-03;20:10:00;55.224;-21.052;97415;974;Saint-Paul;CA Territoire de la Côte Ouest (TCO);France;2024-07-03 20:30:00+02:00;2024-07-03;20:30:00;55.33;-21.218;97413;974;Saint-Leu;CA Territoire de la Côte Ouest (TCO);France;1;C;33886;28;NON
107952;30262857;10fd7bd8-1f26-4daf-8533-3abc10eac52f;2024-07-03 18:00:00+02:00;2024-07-03;18:00:00;5.868;45.264;38039;38;Bernin;CC Le Grésivaudan;France;2024-07-03 18:10:00+02:00;2024-07-03;18:10:00;5.897;45.246;38547;38;Villard-Bonnot;CC Le Grésivaudan;France;1;C;6265;9;NON
87291;30192326;84cfa3a8-4586-4312-9969-e6c33d9208db;2024-07-03 07:50:00+02:00;2024-07-03;07:50:00;4.166;46.156;42052;42;Charlieu;CC Charlieu-Belmont;France;2024-07-03 08:10:00+02:00;2024-07-03;08:10:00;4.316;46.206;71120;71;Chauffailles;CC Brionnais Sud Bourgogne;France;1;A;14142;19;NON
94657;30201918;5f35af2d-ee22-4c07-961e-214ad3b2ef76;2024-07-03 12:00:00+02:00;2024-07-03;12:00:00;2.581;43.281;11315;11;Rieux-Minervois;CA Carcassonne Agglo;France;2024-07-03 12:40:00+02:00;2024-07-03;12:40:00;2.871;43.311;11041;11;Bize-Minervois;CA Le Grand Narbonne;France;1;C;28243;32;NON
104814;30218591;4623d1d4-43de-407e-a9e9-78e77246425c;2024-07-03 17:30:00+02:00;2024-07-03;17:30:00;6.12;46.18;99140;;;;SUISSE;2024-07-03 18:20:00+02:00;2024-07-03;18:20:00;6.084;45.864;74010;74;Annecy;CA du Grand Annecy;France;1;C;47281;43;NON
98817;30257309;0f47d323-b268-4d0e-9850-6166cf6953c5;2024-07-03 15:50:00+02:00;2024-07-03;15:50:00;55.273;-21.145;97413;974;Saint-Leu;CA Territoire de la Côte Ouest (TCO);France;2024-07-03 15:50:00+02:00;2024-07-03;15:50:00;55.287;-21.164;97413;974;Saint-Leu;CA Territoire de la Côte Ouest (TCO);France;1;C;2944;5;NON
103998;30260742;aa686546-139a-45ef-a13b-6e9cb9411b1c;2024-07-03 17:20:00+02:00;2024-07-03;17:20:00;2.368;48.958;93072;93;Stains;Métropole du Grand Paris;France;2024-07-03 17:40:00+02:00;2024-07-03;17:40:00;2.312;48.91;92024;92;Clichy;Métropole du Grand Paris;France;1;C;9001;20;NON
104422;30218009;26488f47-b9b4-494f-a506-1eb9b10a9f59;2024-07-03 17:20:00+02:00;2024-07-03;17:20:00;6.48;46.5;99140;;;;SUISSE;2024-07-03 18:10:00+02:00;2024-07-03;18:10:00;6.08;46.296;01399;01;Ségny;CA du Pays de Gex;France;1;C;45117;44;NON
82244;30187702;d606dc11-1b95-4e4b-9f86-c31e8283aca7;2024-07-03 07:00:00+02:00;2024-07-03;07:00:00;5.815;46.1;01033;01;Valserhône;CC du Pays Bellegardien (CCPB);France;2024-07-03 07:30:00+02:00;2024-07-03;07:30:00;6.045;46.238;01313;01;Prévessin-Moëns;CA du Pays de Gex;France;1;C;31171;31;NON
111225;30224596;819cbcdb-e9f3-4b27-a188-ef8698f2ad4f;2024-07-03 19:40:00+02:00;2024-07-03;19:40:00;4.436;46.795;71153;71;Le Creusot;CU Le Creusot Montceau-les-Mines;France;2024-07-03 20:20:00+02:00;2024-07-03;20:20:00;4.857;46.788;71076;71;Chalon-sur-Saône;CA Le Grand Chalon;France;1;C;39761;37;NON
91042;30196198;3f1c07b2-7c87-4078-8004-32e172927c4a;2024-07-03 08:20:00+02:00;2024-07-03;08:20:00;1.629;48.79;78381;78;Maulette;CC du Pays Houdanais (CCPH);France;2024-07-03 08:50:00+02:00;2024-07-03;08:50:00;2.066;48.785;78297;78;Guyancourt;CA de Saint-Quentin-en-Yvelines;France;1;C;33821;27;NON
82614;30188034;716c35c9-9023-40e9-8699-c34d44835301;2024-07-03 07:00:00+02:00;2024-07-03;07:00:00;1.375;43.764;31587;31;Villeneuve-lès-Bouloc;CC du Frontonnais;France;2024-07-03 07:20:00+02:00;2024-07-03;07:20:00;1.46;43.647;31555;31;Toulouse;Toulouse Métropole;France;1;C;17491;15;NON
88115;30235485;f7b5dadc-9833-45c4-9b16-502760ffc72c;2024-07-03 07:50:00+02:00;2024-07-03;07:50:00;7.687;48.649;67256;67;Lampertheim;Eurométropole de Strasbourg;France;2024-07-03 08:30:00+02:00;2024-07-03;08:30:00;7.5;48.472;67348;67;Obernai;CC du Pays de Sainte-Odile;France;1;C;44049;37;NON
82662;30188180;b5d8d6d5-7324-4b6a-a6c7-48e6d63997ff;2024-07-03 07:00:00+02:00;2024-07-03;07:00:00;-0.322;43.487;64308;64;Lalonquette;CC des Luys en Béarn;France;2024-07-03 07:30:00+02:00;2024-07-03;07:30:00;-0.451;43.32;64335;64;Lescar;CA Pau Béarn Pyrénées;France;1;C;34611;30;NON
107596;30219905;7257187f-fb7e-4a61-9fd8-e5b2bd8c9660;2024-07-03 18:00:00+02:00;2024-07-03;18:00:00;-0.874;47.688;49331;49;Segré-en-Anjou Bleu;CC Anjou Bleu Communauté;France;2024-07-03 19:00:00+02:00;2024-07-03;19:00:00;-0.782;48.065;53130;53;Laval;CA Laval Agglomération;France;1;C;50992;54;NON
82684;30188201;d13b83d9-c605-4c63-b916-b81f14bac898;2024-07-03 07:00:00+02:00;2024-07-03;07:00:00;-0.512;47.439;49246;49;Les Ponts-de-Cé;CU Angers Loire Métropole;France;2024-07-03 07:40:00+02:00;2024-07-03;07:40:00;-0.839;47.072;49099;49;Cholet;CA Agglomération du Choletais;France;1;C;55328;39;NON
99935;30213772;e5c25349-428d-4ab6-ac34-c0189a57490c;2024-07-03 16:20:00+02:00;2024-07-03;16:20:00;4.814;45.178;26333;26;Saint-Vallier;CC Porte de DrômArdèche;France;2024-07-03 16:30:00+02:00;2024-07-03;16:30:00;4.872;45.17;26295;26;Saint-Barthélemy-de-Vals;CC Porte de DrômArdèche;France;1;C;6279;10;NON
99897;30213712;549dceec-ccdf-420d-852f-4d0523c63543;2024-07-03 16:20:00+02:00;2024-07-03;16:20:00;4.864;43.961;84092;84;Le Pontet;CA du Grand Avignon (COGA);France;2024-07-03 16:40:00+02:00;2024-07-03;16:40:00;4.767;43.959;30011;30;Les Angles;CA du Grand Avignon (COGA);France;1;C;10890;17;NON
87693;30192893;3c91472b-1837-4d21-b82c-907c41caf662;2024-07-03 07:50:00+02:00;2024-07-03;07:50:00;2.706;48.795;77374;77;Pontcarré;CA Marne et Gondoire;France;2024-07-03 08:10:00+02:00;2024-07-03;08:10:00;2.592;48.854;77083;77;Champs-sur-Marne;CA Paris - Vallée de la Marne;France;1;C;14947;17;NON
102430;30215432;5c80dc3a-ce1d-4b7b-969d-2820c6acb54c;2024-07-03 17:00:00+02:00;2024-07-03;17:00:00;2.499;48.568;91435;91;Morsang-sur-Seine;CA Grand Paris Sud Seine Essonne Sénart;France;2024-07-03 17:20:00+02:00;2024-07-03;17:20:00;2.603;48.562;77067;77;Cesson;CA Grand Paris Sud Seine Essonne Sénart;France;1;C;11247;14;NON
84658;30233926;dbca96d6-5de2-494b-839f-bc9b9af2da76;2024-07-03 07:20:00+02:00;2024-07-03;07:20:00;4.255;49.021;51312;51;Juvigny;CA de Châlons-en-Champagne;France;2024-07-03 08:00:00+02:00;2024-07-03;08:00:00;4.034;49.233;51454;51;Reims;CU du Grand Reims;France;1;C;31854;42;NON
107355;30220237;a54da1cd-71b8-43f0-b5dc-e4aa72ceebba;2024-07-03 18:00:00+02:00;2024-07-03;18:00:00;-2.17;47.314;44103;44;Montoir-de-Bretagne;CA de la Région Nazairienne et de l'Estuaire (CARENE);France;2024-07-03 18:30:00+02:00;2024-07-03;18:30:00;-2.394;47.29;44055;44;La Baule-Escoublac;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);France;1;C;21511;20;NON
94575;30249496;fb42040a-dd40-4d94-bbd5-13e0bc6e5cdb;2024-07-03 11:50:00+02:00;2024-07-03;11:50:00;4.856;45.743;69387;69;Lyon;Métropole de Lyon;France;2024-07-03 12:50:00+02:00;2024-07-03;12:50:00;4.275;45.383;42095;42;Firminy;Saint-Etienne Métropole;France;1;C;75359;57;NON
78370;30178173;05b8ec82-7a45-4139-b0d6-c0105d0adb29;2024-07-03 02:50:00+02:00;2024-07-03;02:50:00;2.705;49.063;77392;77;Rouvres;CA Roissy Pays de France;France;2024-07-03 04:20:00+02:00;2024-07-03;04:20:00;3.019;48.55;77327;77;Nangis;CC Brie Nangissienne;France;1;C;83106;82;NON
87629;30192788;8f420028-9cf1-4d96-a227-7364a615446c;2024-07-03 07:50:00+02:00;2024-07-03;07:50:00;6.124;45.925;74010;74;Annecy;CA du Grand Annecy;France;2024-07-03 08:30:00+02:00;2024-07-03;08:30:00;6.216;46.184;74133;74;Gaillard;CA Annemasse-Les Voirons-Agglomération;France;1;C;40784;33;NON
87306;30192342;f72110c6-de0c-42d7-9233-d5e788f29282;2024-07-03 07:50:00+02:00;2024-07-03;07:50:00;-1.017;47.152;49023;49;Beaupréau-en-Mauges;CA Mauges Communauté;France;2024-07-03 08:00:00+02:00;2024-07-03;08:00:00;-0.987;47.214;49023;49;Beaupréau-en-Mauges;CA Mauges Communauté;France;1;C;10774;13;NON
84456;30233917;40f3f7ae-1a20-4af4-ab93-1822ce5ce040;2024-07-03 07:20:00+02:00;2024-07-03;07:20:00;4.091;44.125;30007;30;Alès;CA Alès Agglomération;France;2024-07-03 08:00:00+02:00;2024-07-03;08:00:00;4.321;43.823;30189;30;Nîmes;CA de Nîmes Métropole;France;1;C;43844;38;NON
113838;30225490;b8812656-026e-4c11-9f0e-e5f8aaa68ecf;2024-07-03 22:30:00+02:00;2024-07-03;22:30:00;1.463;43.639;31555;31;Toulouse;Toulouse Métropole;France;2024-07-03 22:40:00+02:00;2024-07-03;22:40:00;1.428;43.667;31022;31;Aucamville;Toulouse Métropole;France;1;C;6581;12;NON
95455;30203988;d5b8b809-6cb7-4160-a7b9-03a14ab292dd;2024-07-03 12:40:00+02:00;2024-07-03;12:40:00;2.442;49.314;60134;60;Cauffry;CC du Liancourtois;France;2024-07-03 13:20:00+02:00;2024-07-03;13:20:00;2.08;49.42;60057;60;Beauvais;CA du Beauvaisis;France;1;C;37457;35;NON
110363;30223028;de52e896-5307-41d9-962e-d22f6d6bd360;2024-07-03 19:10:00+02:00;2024-07-03;19:10:00;1.097;49.329;76705;76;Tourville-la-Rivière;Métropole Rouen Normandie;France;2024-07-03 19:20:00+02:00;2024-07-03;19:20:00;1.028;49.306;76178;76;Cléon;Métropole Rouen Normandie;France;1;C;6731;9;NON
113088;30227263;63b477ff-9939-4f6f-9555-39b2fccffdb9;2024-07-03 21:30:00+02:00;2024-07-03;21:30:00;2.384;48.998;95585;95;Sarcelles;CA Roissy Pays de France;France;2024-07-03 21:40:00+02:00;2024-07-03;21:40:00;2.345;48.983;95288;95;Groslay;CA Plaine Vallée;France;1;C;4247;8;NON
79993;30185150;cf2faa09-6f33-4041-8cba-210ecdfc3c95;2024-07-03 05:40:00+02:00;2024-07-03;05:40:00;6.124;45.996;74006;74;Allonzier-la-Caille;CC du Pays de Cruseilles;France;2024-07-03 06:20:00+02:00;2024-07-03;06:20:00;6.06;46.22;99140;;;;SUISSE;1;C;33500;30;NON
95819;30230101;b3c7f96b-e8c2-422b-85d6-77cab8607f14;2024-07-03 13:00:00+02:00;2024-07-03;13:00:00;5.211;45.777;01224;01;Loyettes;CC de la Plaine de l'Ain;France;2024-07-03 13:10:00+02:00;2024-07-03;13:10:00;5.287;45.836;01390;01;Saint-Vulbas;CC de la Plaine de l'Ain;France;1;C;9917;10;NON
78326;30175453;6f8a321d-e2e7-4f14-90e9-85cca2ee00a2;2024-07-03 02:10:00+02:00;2024-07-03;02:10:00;3.939;43.578;34198;34;Pérols;Montpellier Méditerranée Métropole;France;2024-07-03 02:30:00+02:00;2024-07-03;02:30:00;4.061;43.669;34321;34;Valergues;CA du Pays de l'Or;France;1;C;18608;19;NON
84571;30195507;08118765-40e9-424c-b5a7-17caa3cc5497;2024-07-03 07:20:00+02:00;2024-07-03;07:20:00;4.846;46.783;71076;71;Chalon-sur-Saône;CA Le Grand Chalon;France;2024-07-03 08:00:00+02:00;2024-07-03;08:00:00;4.435;46.799;71153;71;Le Creusot;CU Le Creusot Montceau-les-Mines;France;1;C;38911;36;NON
106844;30219549;e3544616-ff0d-4456-b335-08da11c06325;2024-07-03 17:50:00+02:00;2024-07-03;17:50:00;-1.594;47.103;44041;44;La Chevrolière;CC Grand Lieu Communauté;France;2024-07-03 18:10:00+02:00;2024-07-03;18:10:00;-1.553;47.185;44143;44;Rezé;Nantes Métropole;France;1;C;12798;20;NON
93571;30240115;22d1dca4-a151-4916-903c-9ba1ae058fa8;2024-07-03 09:50:00+02:00;2024-07-03;09:50:00;55.551;-20.898;97418;974;Sainte-Marie;CA Intercommunale du Nord de la Réunion (CINOR);France;2024-07-03 10:00:00+02:00;2024-07-03;10:00:00;55.503;-20.911;97411;974;Saint-Denis;CA Intercommunale du Nord de la Réunion (CINOR);France;1;C;8250;10;NON
96577;30207024;df5eb4fb-e0b8-4c40-86d3-c162dceb160e;2024-07-03 13:30:00+02:00;2024-07-03;13:30:00;6.753;43.438;83061;83;Fréjus;CA Estérel Côte d'Azur Agglomération;France;2024-07-03 13:50:00+02:00;2024-07-03;13:50:00;6.69;43.477;83099;83;Puget-sur-Argens;CA Estérel Côte d'Azur Agglomération;France;1;C;9519;16;NON
96034;30200973;834335da-9f6d-4edd-a6bf-ee752b7da9b7;2024-07-03 13:10:00+02:00;2024-07-03;13:10:00;-0.355;43.294;64445;64;Pau;CA Pau Béarn Pyrénées;France;2024-07-03 13:20:00+02:00;2024-07-03;13:20:00;-0.36;43.315;64445;64;Pau;CA Pau Béarn Pyrénées;France;1;C;3968;10;NON
89610;30235990;f26e73a6-3b9b-4e15-af2b-20630b80dbea;2024-07-03 08:10:00+02:00;2024-07-03;08:10:00;2.263;48.719;91377;91;Massy;CA Communauté Paris-Saclay;France;2024-07-03 08:20:00+02:00;2024-07-03;08:20:00;2.21;48.786;78640;78;Vélizy-Villacoublay;CA Versailles Grand Parc (CAVGP);France;1;C;11975;17;NON
99674;30212192;5b1eb6b3-13bd-49e9-92b7-637325fac2d8;2024-07-03 16:10:00+02:00;2024-07-03;16:10:00;4.825;43.947;84007;84;Avignon;CA du Grand Avignon (COGA);France;2024-07-03 16:20:00+02:00;2024-07-03;16:20:00;4.767;43.959;30011;30;Les Angles;CA du Grand Avignon (COGA);France;1;C;6123;10;NON
97058;30254508;253b6a72-aea1-4664-8a8d-b517aecf0b48;2024-07-03 14:00:00+02:00;2024-07-03;14:00:00;2.375;48.876;75119;75;Paris;Métropole du Grand Paris;France;2024-07-03 14:20:00+02:00;2024-07-03;14:20:00;2.415;48.771;94022;94;Choisy-le-Roi;Métropole du Grand Paris;France;1;C;23186;25;NON
